pairID,documentID,segmentID,hitType,source,target,sourceLemmatized,targetLemmatized,jaccardDistance,sureAlignments,possAlignments,sourceHighlights,targetHighlights,answerSureAlignments,answerPossAlignments,answerSourceHighlights,answerTargetHighlights
VOM19981230_0700_0515-2-8,VOM19981230_0700_0515,2,real,Senate majority leader Lott said the Senate could make an impartial ruling based on the existing evidences .,"The leader of the House of Representatives Rote expressed that , the House of Representatives will be able to conduct a fair trail based on the current evidence .",senate majority leader lott say the senate could make an impartial ruling base on the exist evidence .,"the leader of the house of representative rote express that , the house of representative will be able to conduct a fair trail base on the current evidence .",0.8125,17-28 12-23 13-24 14-25 16-27 8-19 10-21 15-26 2-1 4-8 9-20 ,{},{},{},{},{},{},{}
news-C:2719,news-C:2719,,test,analysts attributed the increase in part to negative news from bankrupt competitor WorldCom Inc. WCOEQ.PK and talk that AT&T could be a takeover target .,"analysts attributed its rise to negative news from bankrupt competitor WorldCom Inc. WCOEQ.PK and talk that AT&T could be a takeover target , among other factors .",analyst attribute the increase in part to negative news from bankrupt competitor worldcom inc. wcoeq.pk and talk that at & t could be a takeover target .,"analyst attribute it rise to negative news from bankrupt competitor worldcom inc. wcoeq.pk and talk that at & t could be a takeover target , among other factor .",0.303030303030303,26-28 6-4 7-5 8-6 9-7 10-8 11-9 12-10 13-11 14-12 15-13 16-14 17-15 18-16 19-17 20-18 21-19 22-20 23-21 24-22 25-23 0-0 1-1 3-3 ,{},{},{},0-0 1-1 2-2 3-3 4-23 4-24 4-25 5-23 5-24 5-25 6-4 7-5 8-6 9-7 10-8 11-9 12-10 13-11 15-13 16-14 17-15 18-16 19-17 20-18 21-19 22-20 23-21 24-26 ,{},{},{}
chtb_311-5-36,chtb_311,5,real,The victory came in just in time as a gift to celebrate his 20-year old birthday .,He considered it to be his 20th birthday present .,the victory come in just in time a a gift to celebrate his 20-year old birthday .,he consider it to be his 20th birthday present .,0.8095238095238095,16-9 15-7 12-5 6-8 ,{},{},{},{},{},{},{}
news-C:79,news-C:79,,test,the decision to issue new guidance has been prompted by intelligence passed to Britain by the FBI in a secret briefing in late July .,Scotland Yard 's decision to issue new guidance has been prompted by new intelligence passed to Britain by the FBI in late July .,the decision to issue new guidance have be prompt by intelligence pass to britain by the fbi in a secret briefing in late july .,scotland yard 's decision to issue new guidance have be prompt by new intelligence pass to britain by the fbi in late july .,0.25,24-23 1-3 2-4 3-5 4-6 5-7 6-8 7-9 8-10 9-11 10-13 11-14 12-15 13-16 14-17 15-18 16-19 17-20 22-21 23-22 ,{},{},{},1-3 2-4 3-5 4-6 5-7 6-8 7-9 8-10 9-11 10-13 11-14 12-15 13-16 14-17 15-18 16-19 21-20 22-21 23-22 24-23 ,{},{},{}
cmn-WL-8-89514-7839531-21-2,cmn-WL-8-89514-7839531,21,real,"Going by my experience and guesswork , most likely Teresa Cheung 's love is no longer a simple entanglement . She must be going for the classic relationship with a younger man .","According to my experience , knowledge and forecast , Zhang Xiaohui is not experiencing simple emotional attachment , but , decidedly , typical affections between an elder sister and a younger brother .","go by my experience and guesswork , most likely teresa cheung 's love be no longer a simple entanglement . she must be go for the classic relationship with a young man .","accord to my experience , knowledge and forecast , zhang xiaohui be not experience simple emotional attachment , but , decidedly , typical affection between an elder sister and a young brother .",0.8085106382978724,32-32 2-2 3-3 29-29 30-30 17-14 10-9 12-23 26-22 ,{},{},{},{},{},{},{}
PD20040302.001-4-3,PD20040302.001,4,real,"Like the previous years , the report says nothing .",As in the past years the report is sparing of ink and makes no mention of it .,"like the previous year , the report say nothing .",a in the past year the report be spar of ink and make no mention of it .,0.8095238095238095,9-17 5-5 6-6 3-4 1-2 2-3 7-12 ,{},{},{},{},{},{},{}
chtb_324-12-30,chtb_324,12,real,He thought many of our players are green hand in this contest .,He thinks that China dispatched more new players for the completion .,he think many of our player be green hand in this contest .,he think that china dispatch more new player for the completion .,0.8095238095238095,12-11 0-0 1-1 5-7 ,{},{},{},{},{},{},{}
news-C:298,news-C:298,,test,"another brother , Ali Imron , was sentenced to life in prison after cooperating with investigators and showing remorse .","another brother , Ali Imron , received a life sentence after he cooperated with the authorities and expressed remorse .","another brother , ali imron , be sentence to life in prison after cooperate with investigator and show remorse .","another brother , ali imron , receive a life sentence after he cooperate with the authority and express remorse .",0.48,19-19 0-0 1-1 2-2 3-3 4-4 5-5 13-12 14-13 18-18 17-17 7-9 9-8 12-10 16-16 ,{},{},{},0-0 1-1 2-2 3-3 4-4 5-5 6-6 6-7 6-8 6-9 7-6 7-7 7-8 7-9 8-6 8-7 8-8 8-9 9-6 9-7 9-8 9-9 10-6 10-7 10-8 10-9 11-6 11-7 11-8 11-9 12-10 13-12 14-13 15-15 16-16 17-17 18-18 19-19 ,{},{},{}
cmn-WL-8-89580-7853621-22-4,cmn-WL-8-89580-7853621,22,real,I am still somewhat more relaxed now that I am on holiday .,"Now the vacation has begun , the days do become more or less relaxed .",i be still somewhat more relaxed now that i be on holiday .,"now the vacation have begin , the day do become more or less relaxed .",0.8095238095238095,12-14 5-13 4-10 11-2 ,{},{},{},{},{},{},{}
JNG_URD_20070711.0065-8-4,JNG_URD_20070711.0065,8,real,It may be noted that Britain has relentlessly backed Indian membership .,"Previously , Britain has continuously supported India 's membership in the council .",it may be note that britain have relentlessly back indian membership .,"previously , britain have continuously support india 's membership in the council .",0.8095238095238095,11-12 5-2 6-3 8-5 9-6 10-8 ,{},{},{},{},{},{},{}
ZBN19981004_0092-12-44,ZBN19981004_0092,12,real,Taiyimamu also attributed Malysia 's recently tarnished international image to Anwar .,Taiyi also blamed Hua An for damaging the International image of Malaysia .,taiyimamu also attribute malysia 's recently tarnish international image to anwar .,taiyi also blame hua an for damage the international image of malaysia .,0.8095238095238095,11-12 7-8 8-9 2-2 1-1 ,{},{},{},{},{},{},{}
ZBN19981213_0043-6-13,ZBN19981213_0043,6,real,Dole 's commercial is Pfizer 's first-time effort to advertise Viagra on television .,The commercial by Dore is the first TV ads that Pfizer ever made for sales promotion of Viagra .,dole 's commercial be pfizer 's first-time effort to advertise viagra on television .,the commercial by dore be the first tv ad that pfizer ever make for sale promotion of viagra .,0.8076923076923077,13-18 4-10 2-8 10-17 6-6 12-7 ,{},{},{},{},{},{},{}
news-C:1347,news-C:1347,,test,"buyers can purchase a Windows- and Office-loaded desktop for $ 298 , excluding taxes , the report said .","buyers can now choose a Windows- and Office-loaded desktop for 12,390 baht -LRB- US$ 298 -RRB- , excluding taxes , the report said .","buyer can purchase a windows- and office-loaded desktop for $ 298 , exclude tax , the report say .","buyer can now choose a windows- and office-loaded desktop for 12,390 baht -lrb- u $ 298 -rrb- , exclude tax , the report say .",0.31999999999999995,19-25 12-18 13-19 14-20 15-21 16-22 17-23 18-24 3-4 4-5 5-6 6-7 7-8 8-9 9-10 0-0 1-1 10-15 11-16 ,{},{},{},0-0 1-1 2-3 3-4 4-5 5-6 6-7 7-8 8-9 9-13 10-14 11-16 12-17 13-18 14-19 15-20 16-21 17-22 18-23 ,{},{},{}
chtb_092-5-36,chtb_092,5,real,The food and shelter needs of 916 thousand people in the provincial population were met for the entire year .,"The province with population of 916,000 had solved the problem of eating and wearing .",the food and shelter need of 916 thousand people in the provincial population be meet for the entire year .,"the province with population of 916,000 have solve the problem of eating and wearing .",0.8076923076923077,19-14 11-1 12-3 1-11 2-12 10-0 ,{},{},{},{},{},{},{}
ZBN20020321.0005-6-5,ZBN20020321.0005,6,real,The story strewed with technical terms described the No.2 Artillery as having displayed its awful might using new anti-intervention and anti-espionage technologies .,"In this jargon filling article , the second artillery forces used new technologies of anti-interference and aiti-reconnaissance , fully showing their strength .",the story strew with technical term describe the no.2 artillery a have display it awful might use new anti-intervention and anti-espionage technology .,"in this jargon fill article , the second artillery force use new technology of anti-interference and aiti-reconnaissance , fully show their strength .",0.8108108108108107,23-22 17-10 18-11 6-19 22-12 10-8 9-7 1-4 ,{},{},{},{},{},{},{}
news-C:264,news-C:264,,test,"Seattle deputy police chief Clark Kimerer said the exercise here went well , with some aspects , including the communication system linking various agencies , working better than expected .","police deputy chief Clark Kimerer said the exercise went well , with some aspects , including the communication system between varying agencies , working better than expected .","seattle deputy police chief clark kimerer say the exercise here go well , with some aspect , include the communication system link various agency , work good than expect .","police deputy chief clark kimerer say the exercise go well , with some aspect , include the communication system between vary agency , work good than expect .",0.2068965517241379,29-27 10-8 11-9 12-10 13-11 14-12 15-13 16-14 17-15 18-16 19-17 20-18 23-21 24-22 25-23 26-24 27-25 28-26 3-2 4-3 5-4 6-5 7-6 8-7 22-20 1-1 2-0 ,{},{},{},1-1 2-0 3-2 4-3 5-4 6-5 7-6 8-7 10-8 11-9 12-10 13-11 14-12 15-13 16-14 17-15 18-16 19-17 20-18 21-19 22-20 23-21 24-22 25-23 26-24 27-25 28-26 29-27 ,{},{},{}
groups.google.com_fwcc_f363bceb6bd8a406_CMN_20060215_082900-51-1,groups.google.com_fwcc_f363bceb6bd8a406_CMN_20060215_082900,51,real,The moral degeneration of the world is getting worse day by day . People are not what they were in times past .,The world is going to the dogs and people 's hearts have changed .,the moral degeneration of the world be get bad day by day . people be not what they be in time past .,the world be go to the dog and people 's heart have change .,0.8076923076923077,22-13 4-0 5-1 6-2 7-3 13-8 ,{},{},{},{},{},{},{}
news-C:1017,news-C:1017,,test,the vast majority of trades will be priced at 20 cents per contract or less depending on participation in incentive schemes '' .,Eurex said '' the vast majority '' of trades on Eurex US would be priced at 20 cents per contract or less depending on '' participation in incentive schemes '' .,the vast majority of trade will be price at 20 cent per contract or less depend on participation in incentive scheme '' .,eurex say '' the vast majority '' of trade on eurex u would be price at 20 cent per contract or less depend on '' participation in incentive scheme '' .,0.18518518518518523,22-30 6-13 7-14 8-15 9-16 10-17 11-18 12-19 13-20 14-21 15-22 16-23 17-25 18-26 19-27 20-28 21-29 0-3 1-4 2-5 3-7 4-8 ,{},{},{},0-3 1-4 2-5 3-7 4-8 5-12 6-13 7-14 8-15 9-16 10-17 11-18 12-19 13-20 14-21 15-22 16-23 17-25 18-26 19-27 20-28 22-29 ,{},{},{}
news-C:2341,news-C:2341,,test,activists say they fear the gathering is an attempt by corporate farming to push bio-engineered crops on starving countries .,"instead , they fear the conference is an attempt by corporate farming and biotech interests to push into new markets .",activist say they fear the gathering be an attempt by corporate farming to push bio-engineered crop on starve country .,"instead , they fear the conference be an attempt by corporate farming and biotech interest to push into new market .",0.5862068965517242,19-20 6-6 7-7 8-8 9-9 10-10 11-11 2-2 3-3 4-4 12-15 13-16 ,{},{},{},2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 10-10 11-11 12-15 13-16 16-17 19-20 ,0-2 14-13 17-18 17-19 18-18 18-19 ,{},{}
artb_539-3-30,artb_539,3,real,"Islam Abad , October 8/ XinhuaRuling Taliban warned US today the deadly consequences if it continued its military campaign . It will not see success , Taliban said .","Islamabad , October 8 ( Xinhua ) - The Afghani Taliban authorities warned the US today that military operations against targets in Afghanistan would have harmful results and are doomed to failure .","islam abad , october 8/ xinhuaruling taliban warn u today the deadly consequences if it continue it military campaign . it will not see success , taliban say .","islamabad , october 8 ( xinhua ) - the afghani taliban authority warn the u today that military operation against target in afghanistan would have harmful result and be doom to failure .",0.8085106382978724,29-32 2-1 3-2 4-3 9-14 10-15 8-12 1-0 7-10 18-17 13-26 ,{},{},{},{},{},{},{}
news-C:1489,news-C:1489,,test,Republican officials said the advertising buy was proof that Democrats are panicking that they were losing their stature on Medicare .,Republican officials said the advertisements were proof that Democrats were panicking about losing their stature on Medicare .,republican official say the advertising buy be proof that democrat be panic that they be lose their stature on medicare .,republican official say the advertisement be proof that democrat be panic about lose their stature on medicare .,0.25,20-17 6-5 7-6 8-7 9-8 10-9 11-10 15-12 16-13 17-14 18-15 19-16 0-0 1-1 2-2 3-3 4-4 ,{},{},{},0-0 1-1 2-2 3-3 4-4 5-4 6-5 7-6 8-7 9-8 11-10 12-11 15-12 16-13 17-14 18-15 19-16 20-17 ,10-9 ,{},{}
