HITId,AssignmentId,WorkerId,source,target,gizaAlignments,sureAlignments,possAlignments,sourceHighlights,targetHighlights
3126F2F5F83B3MW3GSN8QLX2L93PEJ,31HQ4X3T3SAO84JGFXJ7M5OKRQ1SLX,A4H1NYJVE7C53,Even the smallest townhome has two parking spaces .,The bungalows with minimum floor can also park two cars .,8-10 5-8 6-7 0-6,unchanged,unchanged,unchanged,unchanged
31ANT7FQN82JUM5MMEM0DIPYMPU5HT,3SNLUL3WO4N4NHBK42E71668CN6ULZ,A2NV5CA59IXOAY,"916,000 people of the entire province have solved the problems of getting themselves properly fed and clad during the entire year .","In the whole province , nine hundred and sixteen thousand people can now live with adequate clothing and food throughout the year .",21-22 20-21 5-3 3-1 4-2 16-16 14-18 1-10 18-20,0-5 0-6 0-7 0-8 0-9 1-10 3-1 4-2 5-3 13-15 18-20 20-21 21-22,11-16 11-18 14-18 16-16,6 7 8 9,11 12 13
31ANT7FQN82JUM5MMEM0DIPYMPUH55,3B2X28YI3WF78XZ7H7RA7XWNX776BJ,A4H1NYJVE7C53,Brian Brabazon said his son would get upset but then turn around and befriend his taunters .,"her son would get upset , his mom said , but then turn around and befriend his taunters .",16-18 8-10 9-11 10-12 11-13 12-14 13-15 14-16 15-17 4-1 5-2 6-3 7-4 2-8,unchanged,unchanged,unchanged,unchanged
31ANT7FQN82JUM5MMEM0DIPYMPV5HU,3HFNH7HEMHEW9WQ2C2XMED4BDLVQG1,A4H1NYJVE7C53,I talked to my dad on its rationalization .,I asked my father whether this was right of me .,8-10 4-3 3-2,0-0 1-1 2-1 3-2 4-3 8-10,{},unchanged,unchanged
31D0ZWOD0AZ5PSB7J26WF163SMT0AS,33LK57MYLT58DT0KUYAGUKZI6ZTZS7,A2NV5CA59IXOAY,Among the other topics that would be dealt with in the meeting was the increasing online ticketing .,"One of the topics to be discussed , according to the same source , is the increased use of the Internet in ticket reservations .",17-24 12-14 13-15 3-3 1-2 15-20 16-22 14-16 7-6 6-5,1-2 3-3 6-5 7-6 8-6 13-15 15-20 16-22 16-23 17-24,12-14 14-16,9 10 11,8 9 10 11 12
31D0ZWOD0AZ5PSB7J26WF163SMTA02,37M28K1J0QDEDI9MVCL3LQHM1W1JA4,A34QZDSTKZ3JO9,"Meanwhile , unified standards of military training would be drawn up and relevant material and technology reserves would be set up .","At the same time , it will also develop consistent criteria for training soldiers and create related material and technical reserves .",21-21 13-17 14-18 15-19 16-20 6-12 3-10 5-13 12-16,0-0 0-1 0-2 0-3 1-4 2-9 2-10 3-9 3-10 5-13 6-12 7-6 8-8 9-8 10-8 11-14 12-16 13-17 14-18 15-19 16-20 17-15 18-15 19-15 20-15 21-21,4-11,{},7
31D0ZWOD0AZ5PSB7J26WF163SMU0AT,3KIBXJ1WD5UYQ695NGQXN01452CKOA,A2ZRJMJTE6ID97,Many congratulations to Mr. Mohib Alvi . Did n't I ask you to let God be the judge !,"Many congratulations to Muhib Alwi , as I said , we should leave the decision of reward and punishment to Allah .",18-21 0-0 1-1 2-2 13-12 14-20,0-0 1-1 2-2 3-3 3-4 4-3 4-4 5-3 5-4 13-12 14-20 17-13 17-14 17-15 18-21,{},6 7 8 9 10 11 12 14 15 16,5 6 7 8 9 10 11 16 17 18 19
31GECDVA9JMZG1LJVE518XE896Q66A,3LPW2N6LKT2QLS8ZCFY0KHABQY25UK,A2ZRJMJTE6ID97,Use your head in the way you do things and follow your heart in dealing with relationships .,"Handle things with a little bit of reason , handle friendship with a little bit of emotion .",17-17 8-1 14-0 15-2,0-0 3-0 4-0 5-0 8-1 14-0 15-2 17-17,{},1 2 6 7 9 10 11 12 13 16,3 4 5 6 7 8 9 10 11 12 13 14 15 16
31GN6YMHLPS2XEYMT9L87W9DFXESWH,3ZAK8W07I4ERQLMYF9SO3MEK9PB0UC,A2ZRJMJTE6ID97,I turned out to be unreliable .,I could n't believe it when it happened .,6-8,6-8,5-1 5-2 5-3,unchanged,unchanged
31GN6YMHLPS2XEYMT9L87W9DFXEWSL,3EWIJTFFVO7A1PPCP9DJZ4SHN19E01,A1EQ2HDHF2WWSY,"Liu Yuyi , according to these , named the pebble `` China-Pebble with 5 Uniquenesses ''",Liu Yuyi named this piece of stone based on the above five characters .,0-0 1-1 7-2 9-6 13-11,0-0 1-1 7-2,8-3 8-4 8-5 8-6 9-3 9-4 9-5 9-6,3 4 5 11 12 13 14,7 8 9 10 11 12
31GN6YMHLPS2XEYMT9L87W9DFXFSWI,3L2IS5HSFAIUBHE5GFUMEYAXHI7NUV,A2NV5CA59IXOAY,He indicated that he hopes Central Asia will enjoy stability and development and their people 's lives will be continuously improved .,"He expressed his wishes for the middle Asian region to remain stable and develop further , while improving the region 's living standards .",21-23 1-1 0-0 4-3 5-6 11-13 9-11 16-21 6-7 20-17 3-2 10-12 15-20,0-0 1-1 3-2 4-3 5-6 6-7 9-10 9-11 10-12 11-13 15-20 16-21 21-23,5-19 6-19 17-17 18-17 20-17,7 8 13 14,22
31HLTCK4BLVMSKPQ8ZMVWG7WKDIVGQ,3U84XHCDICDPB8Y94XEYWHJCSJ6Z4G,A1I6P3XTSPFEK5,He said there will be a big salary cut for high-level government employees .,He claimed to implement huge salary cut to senior civil servants .,13-11 7-5 8-6 1-1 0-0 12-10 10-8 6-4,0-0 1-1 6-4 7-5 8-6 9-7 10-8 11-9 12-10 13-11,2-2 2-3 3-2 3-3 4-2 4-3,unchanged,unchanged
31HLTCK4BLVMSKPQ8ZMVWG7WKDJGVC,38F71OA9GTWZAHWF9PKNFJKU26GFMO,A2ZRJMJTE6ID97,"If you continue to create an uproar and try to revolt , you will be unavoidably killed !",Do n't you dare to further instigate a revolution ! That will deny you a chance to escape the fate of decapitation .,17-22 10-8,unchanged,unchanged,0 1 2 3 4 5 6 7 8 9 11 12 13 14 15 16,0 1 2 3 4 5 6 7 9 10 11 12 13 14 15 16 17 18 19 20 21
31HLTCK4BLVMSKPQ8ZMVWG7WKDJVGR,3TXMY6UCAEOJSKAXAG13OMJWFTNCQX,A4H1NYJVE7C53,"like-for-like sales for the 17 weeks to 27 December were flat , while the gross margin fell by 2 percentage points , the company said .","UK retail like-for-like sales for the 17 weeks to December 27 were flat , with gross margin down two percentage points .",25-21 0-2 1-3 2-4 3-5 4-6 5-7 6-8 9-11 10-12 11-13 14-15 15-16 19-19 20-20 7-10 8-9 18-18,0-2 1-3 2-4 3-5 4-6 5-7 6-8 7-10 8-9 9-11 10-12 11-13 14-15 15-16 18-18 19-19 20-20 25-21,16-17,12 13 17 21 22 23 24,0 1 14
31J7RYECZLQMS0NTCCZM2K5ORQY1LE,3LUY3GC63Z0SGREMJME38V189M77P5,A2ZRJMJTE6ID97,an attempt last month in the Senate to keep the fund open for another year fell flat .,an attempt to keep the fund open for another year fell flat in the Senate last month .,17-17 7-2 8-3 9-4 10-5 11-6 12-7 13-8 14-9 15-10 16-11 4-12 5-13 6-14 0-0 1-1 2-15 3-16,unchanged,unchanged,unchanged,unchanged
31J7RYECZLQMS0NTCCZM2K5ORQYL1Y,3UNH76FOCS55A8DAEFCB44RA8G8MYS,A2ZRJMJTE6ID97,`` They train mostly indoors back in China .,They have more indoor training at home .,8-7 2-4 4-3 5-6,1-0 2-4 4-3 8-7,3-2,5 6 7,5 6
31JUPBOORN44307EBX81HUSW5W48L5,3HRMW88U16Q8DDHP6712CCXQW4M0M0,A2ZRJMJTE6ID97,"another brother , Ali Imron , was sentenced to life in prison after cooperating with investigators and showing remorse .","another brother , Ali Imron , received a life sentence after he cooperated with the authorities and expressed remorse .",19-19 0-0 1-1 2-2 3-3 4-4 5-5 13-12 14-13 18-18 17-17 7-9 9-8 12-10 16-16,unchanged,unchanged,8 10 11 15,6 7 11 14 15
31JUPBOORN44307EBX81HUSW5W4L8I,3YMU66OBIN8JW3RZTCAS5ZCAMYOHGL,A4H1NYJVE7C53,The recovery of Asia is still at the beginning stage .,Asia 's still just beginning to recover from their own crisis .,10-11 5-2 3-0 8-4 1-6,1-6 3-0 4-0 5-2 8-4 10-11,{},0 2 6 7 9,1 3 5 7 8 9 10
31JUPBOORN44307EBX81HUSW5W58L6,3IX2EGZR7BJ6CZV3XN7PGG6W1Z8RJ1,A2ZRJMJTE6ID97,The police carried out the detentions to deter the gathering .,Police started making arrests after they learned of the planned meeting .,10-11 2-2 5-3 9-10 8-8 1-0,0-0 1-0 5-3 8-8 9-10 10-11,2-1 3-1,4 6 7,4 5 6 7 9
31KPKEKW4ADA82GZPG6SACQ9A4EB0Y,3QY7M81QH7MR50H66U9VCEF9FCL7KO,A2ZRJMJTE6ID97,Sixty-five-year-old Poe was a defeated presidential candidate .,"Poe , 65 , had unsuccessfully run for president .",7-9 1-0 5-8,1-0 4-5 5-8 7-9,0-2,unchanged,unchanged
31KSVEGZ34SQWZY9EKL3HM4HTVVWRX,3R2PKQ87NW8JK8Y5AXQ8IGXMIXHIMP,A3OKWRLKLYVH4F,"'' we 're a quiet , peaceful town of 862 people and nothing ever happens '' , said Carolyn Greene Bennett , Cedar Grove 's town recorder .","'' we 're a quiet , peaceful town of 862 people and nothing ever happens '' , Bennett said .",27-19 0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 10-10 11-11 12-12 13-13 14-14 15-15 16-16 20-17 18-17 19-17 17-18,0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 10-10 11-11 12-12 13-13 14-14 15-15 16-16 17-18 18-17 19-17 20-17 27-19,22-7 23-7 25-7,21 24 26,{}
31KSVEGZ34SQWZY9EKL3HM4HTVWRWT,30LSNF239UVTD4UC0F7O37JOCSQI2O,A4H1NYJVE7C53,Their money earned by their own sweat over a whole year thereby goes down the drain .,Their hard-earned money from working in other areas for a year is lost in this way .,16-16 1-2 0-0 10-10 8-9 12-12,0-0 1-2 8-9 10-10 16-16,2-1 12-12 13-13,unchanged,unchanged
31MBOZ6PAOR6F3XRS9O6JGOFVNPCLF,3LOZAJ85YDDQ3ZJ7Z17P6H6306OX2Z,A34QZDSTKZ3JO9,Just two prayers ... to have mercy ...,.. Only twice on her knees .. to intercede for her ..,,0-1 1-2 3-6 4-7 7-11,2-3 2-4 2-5 5-8 6-8,{},0 9 10
31MBOZ6PAOR6F3XRS9O6JGOFVNPLCO,3WYGZ5XF3WFDOY1YUX7675B52QLSKJ,A34QZDSTKZ3JO9,"Ryan Harvey , an outfielder from Dunedin high school in Florida , was selected with the sixth pick by the Chicago Cubs .","Ryan Harvey , a high school outfielder from Florida , was chosen sixth by the Cubs .",22-16 0-0 1-1 2-2 10-8 11-9 12-10 7-4 8-5 4-6 5-7 18-13 19-14 21-15 16-12 13-11 3-3,0-0 1-1 2-2 3-3 4-6 5-7 7-4 8-5 10-8 11-9 12-10 13-11 16-12 18-13 19-14 20-15 21-15 22-16,{},6 14 15 17,{}
31MCUE39BKM2GBN7OPGPDLFDTTQ3G2,3GM6G9ZBKNX9TMEG49PCWNZVTE5MTI,A2ZRJMJTE6ID97,"Meanwhile , an extensive region in Europe was also affected by blizzards .",Large areas of Europe are also under the influence of a snowstorm .,12-12 6-3 7-4 8-5 4-1 3-0 9-8 11-11,3-0 4-1 6-3 7-4 8-5 9-8 9-9 10-8 10-9 11-11 12-12,{},unchanged,unchanged
31MCUE39BKM2GBN7OPGPDLFDTTR3G3,3FQ5JJ512LOG8L9TM1QK8B1ZFR9NKY,A2NV5CA59IXOAY,"IAC 's stock closed yesterday down $ 2.81 , or 7.6 percent , at $ 34.19 .","InterActiveCorp 's shares closed at $ 34.19 , down $ 2.81 , or 7.6 percent on the Nasdaq Stock Market .",16-20 5-8 6-9 7-10 8-11 9-12 10-13 11-14 13-4 14-5 15-6 2-2 3-3 1-1,0-0 1-1 2-2 2-18 3-3 5-8 6-9 7-10 8-11 9-12 10-13 11-14 13-4 14-5 15-6 16-20,{},4,17 19
31N9JPQXIPINKBBSQEIM7ZPKDAUNH1,33PPUNGG385WCE07F9AB4AUMKY5RZ8,A2ZRJMJTE6ID97,"'' she was crying and scared '' , said Isa Yasin , the owner of the store .","'' she was crying and she was really scared '' , said Yasin .",17-13 0-0 1-1 2-2 3-3 4-4 5-8 6-9 7-10 8-11 10-12,unchanged,unchanged,9 11 12 13 14 15 16,5 6 7
31ODACBENUFXDH20H0M2F7RRRWYSQE,386PBUZZXFXV910QS3ATU4XXV7LJL5,A1EQ2HDHF2WWSY,People can not help heaving a sigh at such frequent accidents with heavy losses of lives .,The high frequency and the heavy casualties are lamenting .,16-9 13-6 12-5 9-2,9-2 16-9,0-8 1-8 2-8 3-8 4-8 5-8 6-8 7-8 8-0 8-1 10-4 10-5 10-6 11-4 11-5 11-6 12-4 12-5 12-6 13-4 13-5 13-6 14-4 14-5 14-6 15-4 15-5 15-6,unchanged,unchanged
31S7M7DAGGQN1KZ2EVJW8QOJJ9OTLE,3TPWUS5F891OCH6JMP09GB1I3U9WCQ,A4H1NYJVE7C53,The worst thing when you have a serious illness is just to go to see any doctor .,What they really should fear is acting blindly out of desperation .,17-11,unchanged,unchanged,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16,0 1 2 3 4 5 6 7 8 9 10
31S7M7DAGGQN1KZ2EVJW8QOJJ9PLT7,3RUIQRXJBBO14ROQVOM6AJAPZX6LLR,A34QZDSTKZ3JO9,"consumers who said jobs are difficult to find jumped from 29.4 to 32.6 , while those claiming work was plentiful slipped from 13 to 12.6 .","consumers who said jobs are difficult to find jumped to 32.6 from 29.4 , while those saying work was plentiful slipped to 12.6 from 13 in April .",25-27 0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 17-17 18-18 19-19 20-20 13-13 14-14 15-15 9-11 10-12 11-9 12-10 21-23 22-24 23-21 24-22 16-16,unchanged,unchanged,{},25 26
31SIZS5W59FLC22N2BMXPXMV5UEQRN,3NC5L260MOMNAKHRM5Z07N9ZX52FO8,A1EQ2HDHF2WWSY,"Congress twice passed partial birth bans , but former President Bill Clinton -LRB- news - web sites -RRB- , citing the need for a health exception , vetoed both measures .","Congress passed the measure twice and President Bill Clinton -lrb- news - web sites -rrb- , citing the lack of a health exception , vetoed it .",30-26 9-6 10-7 11-8 12-9 13-10 14-11 15-12 16-13 17-14 18-15 19-16 20-17 23-20 24-21 25-22 26-23 2-1 0-0 21-18 29-3 28-2 27-24 1-4,0-0 1-4 2-1 8-6 9-6 10-7 11-8 12-9 13-10 14-11 15-12 16-13 17-14 18-15 19-16 20-17 21-18 22-19 23-20 24-21 25-22 26-23 27-24 28-25 29-25 30-26,3-2 3-3 4-2 4-3 5-2 5-3,unchanged,unchanged
31SIZS5W59FLC22N2BMXPXMV5UFRQP,3NG53N1RLVJWG5J5TR69MVX3K698PP,A4H1NYJVE7C53,The gas explosion was not at the excavation layer but at the retreating alley .,The gas explosion took place in the evacuation tunnel instead of the mining site .,14-14 0-0 1-1 2-2,0-0 1-1 2-2 14-14,7-12 7-13 8-12 8-13 12-7 12-8 13-7 13-8,unchanged,unchanged
31YWE12TE0CV3GJKFBJJEORO1L8X7T,38SKSKU7R1XZEQGKALPTI3IXISIILE,A4H1NYJVE7C53,These things have neither any religious or judicial nor any moral justification .,"There is no room for that type of prattle in religion , the constitution , or morals .",12-17 10-16 5-10 6-15 8-15,unchanged,unchanged,unchanged,unchanged
32204AGAABCHAJU63A5RHFGNCY8GHM,3ZQIG0FLQEGKBQCJD6VE63P7O1IVWH,A4H1NYJVE7C53,"the court on Monday reversed the decision of that court , the 9th U.S. Circuit Court of Appeals .","the court today reversed the decision of that court , the United States Court of Appeals for the Ninth Circuit .",18-20 4-3 5-4 6-5 7-6 8-7 9-8 10-9 11-10 15-13 16-14 17-15 0-0 1-1 3-2 14-19 12-18,0-0 1-1 3-2 4-3 5-4 6-5 7-6 8-7 9-8 10-9 11-10 12-18 13-11 13-12 14-19 15-13 16-14 17-15 18-20,{},unchanged,unchanged
322ZSN9Z5GKR3CSH83KFM9M8XNTT4L,3Y54SXRO1LLS6UJPDBGYNXGP61KTUV,A34QZDSTKZ3JO9,Brian Brabazon said his son would get upset but then turn around and befriend his taunters .,"her son would get upset , his mom said , but then turn around and befriend his taunters .",16-18 8-10 9-11 10-12 11-13 12-14 13-15 14-16 15-17 4-1 5-2 6-3 7-4 2-8,4-1 5-2 6-3 7-4 8-10 9-11 10-12 11-13 12-14 13-15 14-16 15-17 16-18,{},0 1 2 3,5 6 7 8 9
322ZSN9Z5GKR3CSH83KFM9M8XNUT4M,3ZAZR5XV01IS6CBOXCKGFFV0KX6CZR,A2ZRJMJTE6ID97,"Graves reported from Albuquerque , Villafranca from Austin and Ratcliffe from Laredo .",Pete Slover reported from Laredo and Gromer Jeffers from Albuquerque .,12-10 1-2 2-3 11-4 3-9 10-8,unchanged,unchanged,0 4 5 6 7 8 9,0 1 5 6 7
324N5FAHSXBRU6L9YQ7AU8ZPRU0KVJ,3S3AMIZX3U5P3B6S5UVJONCXWFQDCN,A34QZDSTKZ3JO9,"In his opinion , many new athletes from our country took part in this contest .",He thinks that China dispatched more new players for the completion .,15-11 6-7 5-6,4-5 5-6 6-7 8-3 9-3 13-9 14-10 15-11,0-0 0-1 1-0 1-1 2-0 2-1 10-4 11-4,3 7 12,2 8
324N5FAHSXBRU6L9YQ7AU8ZPRU0VKU,3IAEQB9FMEKYH9CXMLVK0HJ0OUHDW3,A4H1NYJVE7C53,I presumed the government had received wrong information . '',It seems that they were given incorrect information .,8-8 7-7 5-5 6-6,unchanged,unchanged,0 1 2 3 4 9,0 1 2 3 4
324N5FAHSXBRU6L9YQ7AU8ZPRUZVKT,3O7L7BFSHEPL8K6STZ2P58SD9WHEIP,A2ZRJMJTE6ID97,"Going by my experience and guesswork , most likely Teresa Cheung 's love is no longer a simple entanglement . She must be going for the classic relationship with a younger man .","According to my experience , knowledge and forecast , Zhang Xiaohui is not experiencing simple emotional attachment , but , decidedly , typical affections between an elder sister and a younger brother .",32-32 2-2 3-3 29-29 30-30 17-14 10-9 12-23 26-22,unchanged,unchanged,0 1 4 5 6 7 8 9 11 13 14 15 16 18 19 20 21 22 23 24 25 27 28 31,0 1 4 5 6 7 8 10 11 12 13 15 16 17 18 19 20 21 24 25 26 27 28
329E6HTMSW27IXJQEG14BD760A73K5,3FTF2T8WLRIMEJZGA5QIEL0AX91W94,A2NV5CA59IXOAY,it was the first speech by a US president to a joint session of the Philippines Congress since 1960 .,President Bush on Saturday became the first American president to address a joint session of the Philippine National Congress since Dwight Eisenhower in 1960 .,19-24 10-11 11-12 12-13 13-14 14-15 15-16 2-5 3-6 8-8 9-9 16-18 17-19 18-23 7-7 4-10,1-4 2-5 3-6 7-7 8-0 8-8 9-9 10-11 11-12 12-13 13-14 14-15 15-16 16-18 17-19 18-23 19-24,{},4,1 2 3 10 17 20 21
329E6HTMSW27IXJQEG14BD760A7K3M,3MHW492WW0DO6EI594PRX5NGQZ1VMN,A4H1NYJVE7C53,Lafu thinks that this association is reasonable but it has not been proved so far .,"Luff thinks this connection may be possible , however , there is no proof at present .",15-16 1-1 12-13,0-0 1-1 3-2 7-8 12-13 15-16,4-3 5-4 5-5 6-6 9-11 9-12 10-11 10-12 11-11 11-12 13-14 13-15 14-14 14-15,unchanged,unchanged
329E6HTMSW27IXJQEG14BD760A83K6,3HUTX6F6VUN39Q5FYAKTN4FAO1X2OB,A3OKWRLKLYVH4F,And prior to that it donated 5 million dollars in cash for the same reason .,"They will be trained through basic military training .. And their appearance will be unified , as is the case with the uniform of the Mujahideen ..",15-28,unchanged,unchanged,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,{}
32CAVSKPCEPPBQANLQRNT7174HR1U8,3N8OEVH1FRQHGXUKL8IQUHIDP7GOOS,A2ZRJMJTE6ID97,"The Souths , the Wests - what family has n't got skeletons in its cupboard ?","There are the Nan family , the Xi family , and many others . Which one of them can claim to be completely free from difficulties and problems ?",15-28 2-5 3-6 7-4 1-3 0-2,unchanged,unchanged,4 5 6 8 9 10 11 12 13 14,0 1 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27
32CXT5U14G37MQU8KB028HOFINX8UZ,3TS1AR6UQQEGPEPS5JIYW1N47G27FK,AL83KKXUORS9Y,"Would n't it be ... well , there is no way to explain .","Is n't that .. .. sigh , what can I say !",13-13 12-12,0-0 1-1 2-2 3-2 4-3 4-4 6-6 12-10 12-12 13-11 13-13,5-5 7-7 7-8 7-9 8-7 8-8 8-9 9-7 9-8 9-9 10-7 10-8 10-9 11-7 11-8 11-9,{},{}
32CXT5U14G37MQU8KB028HOFINXU8L,3ZPPDN2SLVWSXJDPP5WCSFTAQ6SE94,A2NV5CA59IXOAY,The food and shelter needs of 916 thousand people in the provincial population were met for the entire year .,"The province with population of 916,000 had solved the problem of eating and wearing .",19-14 11-1 12-3 1-11 2-12 10-0,0-0 1-11 2-12 3-13 5-4 6-5 7-5 10-0 11-1 12-3 13-6 14-7 19-14,{},15 16 17 18,9
32FESTC2NHQ9YTKL1NG7A3KY8EIUCR,3RJSC4XJ10UA56WJE8KGVAM4A8K501,A2ZRJMJTE6ID97,"Additionally , Gansu is opening up well to foreign development .",Gusu also showed a favorable momentum in forein trade .,10-9 0-1,0-1 2-0 10-9,{},unchanged,unchanged
32K26U12DNOJG0FZ69LNQV4Z7L2VDG,3I7DHKZYGN012AB9HQ31YH98GAN5FJ,A3OKWRLKLYVH4F,but he added that the New York-based actor and producer is '' a private person and does n't care to have his treatment out for public consumption '' .,but he added that De Niro is '' a private person and does n't care to have his treatment out for public consumption '' .,28-24 10-6 11-7 12-8 13-9 14-10 15-11 16-12 17-13 18-14 19-15 20-16 21-17 22-18 23-19 24-20 25-21 26-22 27-23 0-0 1-1 2-2 3-3,0-0 1-1 2-2 3-3 4-4 4-5 5-4 5-5 6-4 6-5 7-4 7-5 8-4 8-5 9-4 9-5 10-6 11-7 12-8 13-9 14-10 15-11 16-12 17-13 18-14 19-15 20-16 21-17 22-18 23-19 24-20 25-21 26-22 27-23 28-24,{},unchanged,unchanged
32K26U12DNOJG0FZ69LNQV4Z7L3DVZ,3WQ3B2KGE8GC1BYAB1FTC156PWAB19,A1I6P3XTSPFEK5,seven of the nine Democratic presidential candidates were also scheduled to address the forum .,seven of nine Democratic candidates for president also said they would participate in the conference Monday .,14-16 0-0 1-1 3-2 4-3 6-4 5-6 8-7,0-0 1-1 3-2 4-3 5-6 6-4 8-7 11-11 11-12 12-13 13-14 14-16,7-8 7-9 7-10 9-8 9-9 9-10,{},15
32K26U12DNOJG0FZ69LNQV4Z7L3VDH,3EQHHY4HQSS7GA74SA9JG29KHPX5GS,A3OKWRLKLYVH4F,"Lee , 33 , told the newspaper that the girl had dragged the food , toys and other things into her mother 's bedroom , where he found her .","Lee , 33 , said the girl had dragged the food , toys and other things into her mother 's bedroom .",29-21 8-5 9-6 10-7 11-8 12-9 13-10 14-11 15-12 16-13 17-14 18-15 19-16 20-17 21-18 22-19 23-20 0-0 1-1 2-2 3-3 4-4,unchanged,unchanged,5 6 7 24 25 26 27 28,{}
32L724R85LKNJRYPCBDZB0VUD29IPK,31N2WW6R9RQYOVO537F8JKBO2EG3FB,A4H1NYJVE7C53,I seldom sent the main poster . I can not help but reply to the poster of the network friend in the way of the main poster .,"I , who have started very few threads , could not resist using a new thread to respond to the posting by the original net friend .",27-26 13-18 14-19 19-25 17-22 18-24 15-20 12-17,12-17 13-18 14-19 15-20 17-22 17-23 17-24 18-23 18-24 19-25 27-26,{},unchanged,unchanged
32LAQ1JNT9PQKAMWN9BXZDK2W0HTU8,3NKQQ8O39Y5LP5NSRLGJITY33E3UDI,A34QZDSTKZ3JO9,"he praised the work of the Rhodes Trust , saying that it was a Rhodes scholar at Oxford who first interested him in politics .","Blair praised the work of the Rhodes Trust , saying it was an Australian Rhodes Scholar he met while at Oxford who first interested him in politics .",24-27 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 16-19 17-20 18-21 19-22 20-23 21-24 22-25 23-26 11-10 12-11 14-14 15-15 13-12,0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 11-10 12-11 13-12 14-14 15-15 16-19 17-20 18-21 19-22 20-23 21-24 22-25 23-26 24-27,{},10,13 16 17 18
32LAQ1JNT9PQKAMWN9BXZDK2W0IUTA,3E337GFOL98B6ZDAWA55AJ968A8GN4,A2ZRJMJTE6ID97,Israeli officials are responsible for airport security .,The safety of this airport is taken charge of by Israel .,7-11 5-4 6-1 3-7 0-10,unchanged,unchanged,unchanged,unchanged
32PT7WK7DMFZ4RDGMZFH70CGG19D31,3WI0P0II61ST9DVBNRLEDIBJWGVRD9,A2ZRJMJTE6ID97,"The committee said that despite external shake-ups , the region 's economy seems comparatively good .","Despite the economic instability outside Latin America and the Caribbean , Economy in this area grows relatively well .",15-18 13-16 14-17 11-11 9-14 4-0 5-4,4-0 5-4 9-14 11-11 13-16 14-17 15-18,5-1 5-2 5-3 6-1 6-2 6-3,0 1 2 3 7 8 10 12,5 6 7 8 9 10 12 13 15
32PT7WK7DMFZ4RDGMZFH70CGG1A3DS,3MD9PLUKKIEBXG8FM2TUVQPCJ02NZ0,A1EQ2HDHF2WWSY,TVEs create about one third of Fujian 's GDP .,The portion of the gross national product generated by village and township enterprises accounted for about one-third of the portion of the gross national product generated by Fujian Province .,9-29 3-16 4-16 1-7 6-27 2-15 5-17,0-9 0-10 0-11 0-12 1-7 2-15 3-16 4-16 5-17 6-27 6-28 8-3 8-4 8-5 8-6 9-29,{},{},0 1 2 13 14 18 19 20 21 22 23 24 25 26
